subject	 trial	 soa	 response
SM 	189 	-0.25 	0
SM 	190 	-0.05 	1
SM 	191 	-0.15 	1
SM 	192 	-0.2 	1
SM 	193 	0.25 	0
SM 	194 	-0.1 	1
SM 	195 	0.15 	1
SM 	196 	0.1 	1
SM 	197 	0.05 	1
SM 	198 	0.0 	1
SM 	199 	0.05 	1
SM 	200 	-0.25 	1
SM 	201 	-0.05 	1
SM 	202 	-0.2 	1
SM 	203 	0.15 	0
SM 	204 	0.2 	1
SM 	205 	-0.15 	1
SM 	206 	0.1 	1
SM 	207 	0.0 	1
SM 	208 	-0.1 	1
SM 	209 	0.25 	0
SM 	210 	-0.05 	1
SM 	211 	0.05 	1
SM 	212 	0.0 	1
SM 	213 	0.15 	0
SM 	214 	0.2 	1
SM 	215 	-0.2 	1
SM 	216 	0.1 	1
SM 	217 	-0.15 	1
SM 	218 	0.25 	0
SM 	219 	-0.25 	1
SM 	220 	-0.1 	1
